text,category,keywords,campaign_id,action,target_gender,target_age_range,target_city,target_state,target_country,target_income_bucket,target_device,cpc,cpa,budget,date_range,time_range
"VersaPro T101LCS Diagnostics Direct B Nitrile Exam Glove, Non-Latex, Powder Free, Large (Pack of 10)",Home & Kitchen,"home,kitchen,cleaning,supplies",b3a7f912-8fa8-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '30'}",Mumbai,Maharashtra,India,All,All,0.00109,0.0140,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '11:00:00'}"
Seagate ST1000LXB15 Firecuda Gaming 1TB 2.5-Inch SATA 6GB/s 5400rpm 128 MB Cache Internal Hard drive ST1000LX015 (Renewed),Computer,"computers,data,storage",0b4edcf2-8fa5-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00136,0.0457,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '0:00:00'}"
"GOOVI Rechargeable Li-on Battery, Replacement Accessories for M500 Cordless Vacuum Cleaner Only",Home & Kitchen,"home,kitchen,vacuums,floor",1b0b26b4-8fa5-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,Android Mobile,0.00079,0.0193,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '11:00:00'}"
Nickelodeon Paw Patrol Toilet Training Seat - Red,Clothing & Accessories,"baby,potty,train",81f64de4-8fa6-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",Ahmedabad,Gujrat,India,M,All,0.00070,0.0439,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '23:00:00'}"
Bassinet Sheet Set | Pink Triangles | Super Soft Jersey Knit Cotton | 3 Pack | 150 GSM | by BaeBae Goods,Clothing & Accessories,"baby,nursery",937fa198-8fa9-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,All,All,0.00084,0.0504,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '20:00:00'}"
"Grand General 80006 Marker Light (Cr Plastic Lens Guard for 2.5""x1"" LED)",Tools & Hardware,"automotive,heavy,duty",bd0fd86a-8fa5-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,L,All,0.00029,0.0336,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '12:00:00'}"
"practicalWs Marble Contact Paper Granite Gray/White Roll Kitchen countertop Cabinet Furniture is renovated Thick PVC Easy to Remove Without Leaving Marks Upgrade (24"" x 118"")",Home & Kitchen,"home,kitchen,common",2a2565c0-8fa9-11f0-b7f6-0e087721c0e9,Stop Campaign,M,"{'start': '0', 'end': '0'}",Hyderabad,Telangana,India,All,Android Mobile,0.00043,0.0303,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '13:00:00'}"
Accu-Gage H100X PSI Dial Tire Gauge,Tools & Hardware,"automotive,tires,wheels",c1cae85a-8fa9-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,All,0.00149,0.0057,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '0:00:00'}"
BARE 5mm Womens Velocity Full Suit,Sports & Fitness,"o,u,t,d,o,o,r,,,s,p,o,r,t,s,,,w,a,t,e,r,,,s,p,o,r,t,s,,,a,t,e,r,,,s,p,o,r,t,s,,,s,u,r,f,i,n,g",d2a73962-8fa9-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00144,0.0501,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '11:00:00'}"
2018 New Updated Fitness Tracker with Pedometer Heart Rate Monitor Calories Burned Smart Bracelet Bluetooth IP67 Waterproof Color Screen for Android iOS Phone Kids Men Women,Sports & Fitness,"sports,exercise,fitness,technology",e3949fd0-8fa9-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00076,0.0477,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '9:00:00'}"
"Oral-B Complete Deep Clean Soft Bristles Toothbrush, 4 Count, Colors May Vary",Clothing & Accessories,"beauty,oral,care",056d97c8-8fa6-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '20', 'end': '45'}",Mumbai,Maharashtra,India,L,All,0.00063,0.0021,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '8:00:00'}"
Extech RHT3 EzSmart Hygro-Thermometer,Home & Kitchen,"home,kitchen,heating,cooling",8fe66e2e-8fa2-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00064,0.0531,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '21:00:00'}"
"Brady 7285PLS Chemical, Biohazard and Hazardous Material Labels, Self-Sticking, Polyester, 2"" x 2"", Black On Yellow (Pack of 25)",Tools & Hardware,"industrial,scientific,packaging,shipping",0cb47cdc-8faa-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00128,0.0114,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '14:00:00'}"
"Brady 7285PLS Chemical, Biohazard and Hazardous Material Labels, Self-Sticking, Polyester, 2"" x 2"", Black On Yellow (Pack of 25)",Tools & Hardware,"industrial,scientific,packaging,shipping",0cb47cdc-8faa-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00128,0.0114,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '14:00:00'}"
Don't Fuck Up The Table Bamboo Drink Coasters | Set of 4 with Holder | Funny Housewarming Gift,Home & Kitchen,"home,kitchen,kitchen,dining",2e051e00-8faa-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00135,0.0071,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '14:00:00'}"
"NETAFIM USA 747561 tubing, 5 mm, Brown/A",Tools & Hardware,"industrial,scientific,irrigation,equipment",3cafbb86-8faa-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,H,All,0.00075,0.0396,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '20:00:00'}"
Hxchen Inch Hexagon #4-40x6+7 Galvanized Male to Female Thread Hexagon Hex Standoff Spacer Pillars - (100 Pcs),Tools & Hardware,"industrial,scientific,industrial,hardware",0664de10-8fa7-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,All,0.00091,0.0393,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '14:00:00'}"
"Lug Women's Bumper Gym Duffel Bag, Overnight Bag",Home & Kitchen,"luggage,duffles",5fc7b2f4-8faa-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",Pune,Maharashtra,India,H,All,0.00019,0.0465,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '15:00:00'}"
Pawfly 8-Way Aquarium Air Flow Control Lever Valve Chromium Copper Distributor Fish Tank Splitter Pump Accessories,Home & Kitchen,"pets,fish",ffc40c64-8fa8-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,Windows Computer,0.00116,0.0119,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '21:00:00'}"
NIMTEK Carburetor For EZGO Golf Cart Marathon 2 Cycle 1989-1993 Carb 23932-G1 89-93 14031-G1 20071-G1 17563 Carb-018A,Sports & Fitness,"fitness,golf",7f4cd474-8faa-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '50', 'end': '60'}",All,All,India,All,Android Mobile,0.00014,0.0375,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '16:00:00'}"
"Sinide Plastic Spray Bottles 30ML- 4 Pack 1oz Empty Portable Refillable Makeup Clear Sprayer Bottle with Fine Mist Sprayer for Perfume, Essential Oils, Liquids, Aromatherapy, Travel Size (4 Pack)",Clothing & Accessories,"beauty,tools,accessories",36865b0a-8fa2-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Patna,Bihar,India,All,Android Mobile,0.00045,0.0177,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '21:00:00'}"
"Cotton Rope Woven Storage Basket, Vegan Leather Handles, Toy Storage, Laundry Basket, Towel Storage, Blanket Storage, Nursery Storage, Extra Large - Off White",Clothing & Accessories,"baby,nursery",9beb1046-8faa-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00066,0.0138,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '20:00:00'}"
Airzir Skull Face Mask Premium Breathable Seamless Tube Motorcycle Face Mask Wind Dust UV Protection Moisture Wicking Microfiber Face Mask for Motorcycle Riding Cycling Hiking Climbing (Flag-538),Sports & Fitness,"sports,running,clothing",b03b16ea-8fa5-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '30'}",Delhi,Delhi,India,All,All,0.00054,0.0492,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '9:00:00'}"
YiYLunneo Women Casual Long Sleeve Patchwork Camo Printed Sweatshirts Pullover Blouse Shirts,Arts & Crafts,"arts,crafts,knitting",b76638fa-8faa-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,All,All,0.00130,0.0417,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '17:00:00'}"
"iPad Mini 4 Keyboard Case, NOVT Folio Protective Case Shell Cover with Smart Wireless Bluetooth Keyboard Multi-Angle Stand for Apple iPad Mini 4 with 125 Degree Swivel Rotating (Silver)",Computer,"c,o,m,p,u,t,e,r,s,,,t,a,b,l,e,t,,,a,c,c,e,s,s,o,r,i,e,s",4eef6e2a-8fa7-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,M,All,0.00101,0.0475,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '16:00:00'}"
"Kourpar Dog Harness Chest Strap Adjustable Fetch Mounting GoPro Hero 7 Hero 6/ Hero 5/5 Session/ 4 Session/Hero 4/ Hero 3+/ 3/2/ 3, Xiaoyi Other Action Cameras",Home & Kitchen,"pets,dogs",afeca04a-8fa6-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00109,0.0212,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '18:00:00'}"
"Male Masturbators Sex Toys,ZEMALIA Daina Pocket Pussy 3D Realistic Vagina Masturbator Adult Toys Close-Ended Stroker Built-in Cock Ring Sexual Exerciser for Man Masturbation",Sports & Fitness,"h,e,a,l,t,h,,,h,o,u,s,e,h,o,l,d,,,s,e,x,u,a,l,,,w,e,l,l,n,e,s,s",79b3cb54-8fa4-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Ludhiana,Punjab,India,All,All,0.00071,0.0467,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '14:00:00'}"
Large-Capacity Pencil Case Stationery Canvas Pencil Case School Pencil Bag Simple Striped Grid Pencilcase Office Supplies Pen Bag Students Pencil Bag Pouch Portable Pencil Case (Color : Black),Arts & Crafts,"arts,crafts,sewing,storage",f4402aec-8faa-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00079,0.0389,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '18:00:00'}"
"World Traveler Women's 21"" Carry-on Shoulder Tote Duffel Bag, Hot Lips, Inch",Home & Kitchen,"luggage,duffles",cfd3b0a4-8fa8-11f0-b7f6-0e087721c0e9,Update Campaign,F,"{'start': '20', 'end': '40'}",Mumbai,Maharashtra,India,All,All,0.00065,0.0217,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '21:00:00'}"
Steve Madden Girls' Fashion Outerwear Jacket (More Styles Available),Sports & Fitness,"outdoor,recreation,reation,outdoor,clothing",14b16926-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",Hyderabad,Telangana,India,All,All,0.00109,0.0132,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '0:00:00'}"
GUSENG Stainless Steel Pet Hanging Bowl Feeding Dog Puppy Cat Bird Parrot Food Water Cage Cup Holder Feed Products,Home & Kitchen,"pets,birds",22b4a592-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Ahmedabad,Gujrat,India,All,All,0.00112,0.0347,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '21:00:00'}"
"3 Sprouts Lunch Bento Box Leakproof 3 Compartment Lunchbox Container for Kids, Mint, Owl",Home & Kitchen,"home,kitchen,kitchen,dining",32257af6-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,Windows Computer,0.00039,0.0199,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '17:00:00'}"
Seagate ST1000LXB15 Firecuda Gaming 1TB 2.5-Inch SATA 6GB/s 5400rpm 128 MB Cache Internal Hard drive ST1000LX015 (Renewed),Computer,"computers,data,storage",0b4edcf2-8fa5-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00136,0.0457,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '0:00:00'}"
Unique Sports Lace Bands Black Soccer Cleat Lace Cover (6 Pair),Sports & Fitness,"team,sports,sports,soccer",4f319120-8fab-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '25', 'end': '35'}",Mumbai,Maharashtra,India,All,All,0.00015,0.0268,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '18:00:00'}"
"20 Pcs Colorful Adjustable Silicone Fastening Cable Tie Wire Organizer Cable Strap for Cord Wire Management,Black",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,m,a,t,e,r,i,a,l,,,h,a,n,d,l,i,n,g",a7160a22-8fa8-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00133,0.0055,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '12:00:00'}"
NIMTEK Carburetor For EZGO Golf Cart Marathon 2 Cycle 1989-1993 Carb 23932-G1 89-93 14031-G1 20071-G1 17563 Carb-018A,Sports & Fitness,"fitness,golf",7f4cd474-8faa-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '50', 'end': '60'}",All,All,India,All,Android Mobile,0.00088,0.0357,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '16:00:00'}"
"Coreskin Wetsuit Dive Hood 3mm Lycra Extra Warm 4 Way Stretch, Flow Vent No Trapped Air Face Seal for Water Sports in Cold",Sports & Fitness,"outdoor,sports,water,sports,ater,sports,diving",7e5d2cb6-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,M,All,0.00147,0.0581,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '0:00:00'}"
KUYOU Running Speed Training 56 inch Speed Training Resistance Parachute Umbrella Running Chute & Fitness Explosive Power Training (Black),Sports & Fitness,"team,sports,sports,softball",8ba9d9b4-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Lucknow,Uttar Pradesh,India,All,All,0.00040,0.0180,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '11:00:00'}"
Wireless Guitar for Wii Guitar Hero and Rock Band Games Color Black,Electronics,"electronics,consoles",9bd64746-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Jaipur,Rajasthan,India,All,Windows Computer,0.00135,0.0140,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '12:00:00'}"
Nike Men's Alpha Menace Shark Football Cleat White/Black/Metallic Silver/Wolf Grey Size 13 M US,Sports & Fitness,"team,sports,sports,football",aa8e0c56-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00112,0.0135,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '13:00:00'}"
DYYSELLS D68=C49=CN0690700G12VO-1 Replacement Touch Screen Digitizer for ARCHOS 80C Xenon Tablet White NO Logo,Computer,"computers,tablet,replacement,parts",b9a6543c-8fab-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,Windows Computer,0.00028,0.0061,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '11:00:00'}"
ENSIANTH Hand Stamped Money Clip Father of The Bride Gift Dad Money Clip from Daughter,Clothing & Accessories,"fashion,accessories",c921be06-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",Surat,Gujrat,India,M,All,0.00016,0.0145,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '10:00:00'}"
"Grand General 80006 Marker Light (Cr Plastic Lens Guard for 2.5""x1"" LED)",Tools & Hardware,"automotive,heavy,duty",bd0fd86a-8fa5-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,L,All,0.00029,0.0336,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '12:00:00'}"
SmartyKat Electronic Motion Cat Toys,Home & Kitchen,"pets,cats",e8ace0ac-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,M,All,0.00038,0.0357,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '11:00:00'}"
"Unique Industry, Curious George Candles and Cake Topper, 6-piece Set",Home & Kitchen,"home,kitchen,event,party",fa32d7b4-8fab-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",Mumbai,Maharashtra,India,All,All,0.00012,0.0583,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '10:00:00'}"
"UNITE 7 Seconds Conditioner, 33.8 oz.",Clothing & Accessories,"beauty,hair,care",46492bf4-8fa6-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,All,All,0.00111,0.0524,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '9:00:00'}"
HAI+ Two-Layer White Floating Shelves Wall-Mounted WiFi Router TV Box Set-top Box Streaming Media Equipment,Computer,"computers,networking",1aebfd6e-8fac-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00075,0.0433,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '15:00:00'}"
"Comeaux Caps 118-2000R-8 Deep Round Crown Caps, 8"", Assorted Prints",Tools & Hardware,"tools,home,welding,soldering",28171e2e-8fac-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",Hyderabad,Telangana,India,All,All,0.00139,0.0446,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '14:00:00'}"
Torino Pro Wave Brushes By Brush King #42- Medium Curve Palm brush- For 360 Waves,Clothing & Accessories,"beauty,tools,accessories",3561b382-8fac-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,M,All,0.00150,0.0539,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '15:00:00'}"
nügg Revitalizing & Cooling Face Mask to Moisturize and Refresh Skin; pack of 5 single-serve face masks; 5 x 0.33 fl. oz.,Clothing & Accessories,"beauty,skin,care",43ad4582-8fac-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Lucknow,Uttar Pradesh,India,All,All,0.00079,0.0405,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '12:00:00'}"
"Coreskin Wetsuit Dive Hood 3mm Lycra Extra Warm 4 Way Stretch, Flow Vent No Trapped Air Face Seal for Water Sports in Cold",Sports & Fitness,"outdoor,sports,water,sports,ater,sports,diving",7e5d2cb6-8fab-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,M,All,0.00147,0.0581,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '0:00:00'}"
"Carmex Original Flavor Moisturizing Lip Balm Tube Value Pack,0.35 Ounce (3 Count)",Clothing & Accessories,"beauty,skin,care",60145756-8fac-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",Chennai,Tamil Nadu,India,All,All,0.00024,0.0368,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '19:00:00'}"
Oceanic OCS Scuba Dive Computer Wrist Watch,Sports & Fitness,"outdoor,sports,water,sports,ater,sports,diving",6da8a3fe-8fac-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,All,0.00029,0.0592,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '18:00:00'}"
HAPIU Baby Baptism White Cross Bib with White Baptism Cross Socks,Clothing & Accessories,"b,,,a,,,b,,,y,,,,,,,a,,,p,,,p,,,a,,,r,,,e,,,l,,,,,,,a,,,c,,,c,,,e,,,s,,,s,,,o,,,r,,,i,,,e,,,s",79ec7a8c-8fac-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,All,Android Mobile,0.00085,0.0433,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '17:00:00'}"
"Tiger Tail Tiger Ball 5.0 Foam Roller Ball– Deep Tissue Massage Ball – Trigger Point Massage Therapy: Relief for Hips, Glutes, Back & Shoulder – Treat Muscle Soreness – Help Increase Muscle Recovery",Sports & Fitness,"team,sports,sports,other,team,sports",887f542a-8fac-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00080,0.0524,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '13:00:00'}"
Torino Pro Wave Brushes By Brush King #42- Medium Curve Palm brush- For 360 Waves,Clothing & Accessories,"beauty,tools,accessories",3561b382-8fac-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,M,All,0.00150,0.0539,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '15:00:00'}"
adidas Women's Excelsior 6 Low Softball Cleat,Sports & Fitness,"team,sports,sports,baseball",a4f6813c-8fac-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,Android Mobile,0.00073,0.0342,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '7:00:00', 'end': '21:00:00'}"
